text,subject,sender,label
"Urgent invoice payment overdue! Invoice #INV-14 for $1,709.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-14,billing@quickbooks-online-pay.com,1
"Urgent invoice payment overdue! Invoice #INV-48 for $1,990.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-48,billing@quickbooks-online-pay.com,1
"Dear customer, your Facebook account has been temporarily restricted due to unauthorized login attempts from IP 114.99.233.1. Please verify your identity immediately at http://faceb00k-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@faceb00k-security-check.com,1
"Hi Emma, your expense report for $93.15 has been approved by management and submitted to payroll.",Expense Report Approved: $93.15,finance@company.com,0
Thank you for your payment of $231.12 for your Microsoft 365 Subscription. Invoice #876-99610-64.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
URGENT: Your Microsoft 365 password expires in 38 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Your Jira ticket HR-809 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: HR-809,jira@company.com,0
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $3,424.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Hi David, thanks for submitting the pull request for feature #141. I left a few minor comments on GitHub: https://github.com/company/repo/pull/141.",Pull Request Review #141,dev-lead@company.com,0
Your Apple Store order #270-65372-47 is ready for pickup at Apple Store Moscow.,Apple Store Pickup Ready #270-65372-47,no-reply@apple.com,0
"Hi Team, please welcome our new Senior Developer, Sophia Garcia, who joins us today!",Welcome New Team Member,hr@company.com,0
"Hi Team, please welcome our new Senior Developer, Alex Miller, who joins us today!",Welcome New Team Member,hr@company.com,0
Your Jira ticket ENG-753 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: ENG-753,jira@company.com,0
"Hey team, just a reminder that our weekly Engineering standup is scheduled for today at 11 PM on Zoom: https://zoom.us/j/4915597184.",Weekly Engineering Standup,manager.engineering@company.com,0
Please join us for a lunch & learn presentation on Docker & Kubernetes this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
"Hi Robert, your expense report for $509.23 has been approved by management and submitted to payroll.",Expense Report Approved: $509.23,finance@company.com,0
"Hi Daniel, your expense report for $420.82 has been approved by management and submitted to payroll.",Expense Report Approved: $420.82,finance@company.com,0
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
FINAL NOTICE: Your LinkedIn subscription payment of $920.00 was declined. Update your credit card details immediately at http://linkd1n-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@linkd1n-billing-update.com,1
"Security notice: Your Google Account was successfully accessed from a new device (iPhone 14 Pro). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $1,343.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Hi Olivia, your expense report for $538.16 has been approved by management and submitted to payroll.",Expense Report Approved: $538.16,finance@company.com,0
Your Spotify Premium receipt for this month ($452.57) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Your Uber ride receipt for Friday evening is ready. Total: $653.62. View trip details at https://www.uber.com/trips.,Your Friday Evening Trip with Uber,receipts@uber.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Thank you for your payment of $816.99 for your Microsoft 365 Subscription. Invoice #596-33699-77.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Security notice: Your Google Account was successfully accessed from a new device (Android Phone). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Your monthly AWS cloud infrastructure billing invoice for July is now available in the AWS Management Console. Amount due: $260.61.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $3,575.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
Urgent invoice payment overdue! Invoice #INV-20 for $774.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.,Overdue Invoice #INV-20,billing@quickbooks-online-pay.com,1
"FINAL NOTICE: Your Microsoft subscription payment of $3,611.00 was declined. Update your credit card details immediately at http://micros0ft-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@micros0ft-billing-update.com,1
Your Slack verification code is 984-369. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
"Security notice: Your Google Account was successfully accessed from a new device (MacBook Air). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
URGENT: Your Microsoft 365 password expires in 20 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
Your Uber ride receipt for Tuesday evening is ready. Total: $659.44. View trip details at https://www.uber.com/trips.,Your Tuesday Evening Trip with Uber,receipts@uber.com,0
Your GitHub security advisory alert: A high severity vulnerability was found in repository dependency lodash. View details at https://github.com/security.,Security Advisory Alert,notifications@github.com,0
URGENT: Your Microsoft 365 password expires in 37 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Lagos, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"Dear customer, your PayPal account has been temporarily restricted due to unauthorized login attempts from IP 96.235.41.225. Please verify your identity immediately at http://paypa1-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@paypa1-security-check.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
Please join us for a lunch & learn presentation on React Server Components this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Zero Trust Architecture,events@company.com,0
"FINAL NOTICE: Your Facebook subscription payment of $2,059.00 was declined. Update your credit card details immediately at http://faceb00k-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@faceb00k-billing-update.com,1
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Your weekly digest from LinkedIn: Daniel and 437 others viewed your profile this week.,LinkedIn Weekly Digest,newsletters@linkedin.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"Warning: Unusual sign-in activity detected on your Google Account from St. Petersburg, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Your Slack verification code is 287-385. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
Thank you for your payment of $650.89 for your Microsoft 365 Subscription. Invoice #447-95317-96.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
Your Jira ticket MAR-818 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: MAR-818,jira@company.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $2,241.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
"Hi David, thanks for submitting the pull request for feature #33. I left a few minor comments on GitHub: https://github.com/company/repo/pull/33.",Pull Request Review #33,dev-lead@company.com,0
"FINAL NOTICE: Your LinkedIn subscription payment of $3,181.00 was declined. Update your credit card details immediately at http://linkd1n-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@linkd1n-billing-update.com,1
Please join us for a lunch & learn presentation on Zero Trust Architecture this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
"Hey team, just a reminder that our weekly DevOps standup is scheduled for today at 10 PM on Zoom: https://zoom.us/j/3817399984.",Weekly DevOps Standup,manager.devops@company.com,0
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
Your Uber ride receipt for Tuesday evening is ready. Total: $771.99. View trip details at https://www.uber.com/trips.,Your Tuesday Evening Trip with Uber,receipts@uber.com,0
"Hey team, just a reminder that our weekly Finance standup is scheduled for today at 4 PM on Zoom: https://zoom.us/j/5766292281.",Weekly Finance Standup,manager.finance@company.com,0
"Hi Team, please welcome our new Senior Developer, David Smith, who joins us today!",Welcome New Team Member,hr@company.com,0
IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $175.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com,IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
Please join us for a lunch & learn presentation on GraphQL APIs this Thursday at 12 PM in Conference Room B.,Lunch & Learn: React Server Components,events@company.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Warning: Unusual sign-in activity detected on your Google Account from Moscow, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $342.00 to our new supplier. Reply with confirmation once sent.,Confidential Request,ceo@company-exec-mail.com,1
"FINAL NOTICE: Your Microsoft subscription payment of $1,277.00 was declined. Update your credit card details immediately at http://micros0ft-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@micros0ft-billing-update.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Lagos, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"Hello Emma, I need you to purchase 40 Apple Gift Cards ($1,707.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
Your monthly AWS cloud infrastructure billing invoice for November is now available in the AWS Management Console. Amount due: $567.26.,Amazon Web Services Billing Statement,no-reply@amazon.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $527.00. Contact agent at http://unclaimed-estate-claim.com,Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
FINAL NOTICE: Your Facebook subscription payment of $659.00 was declined. Update your credit card details immediately at http://faceb00k-billing-update.com to avoid service interruption.,Payment Failure - Action Required,support@faceb00k-billing-update.com,1
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $1,499.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
"Urgent invoice payment overdue! Invoice #INV-40 for $1,255.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-40,billing@quickbooks-online-pay.com,1
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
"Hi Sophia, your expense report for $582.97 has been approved by management and submitted to payroll.",Expense Report Approved: $582.97,finance@company.com,0
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Your Apple Store order #809-19064-62 is ready for pickup at Apple Store St. Petersburg.,Apple Store Pickup Ready #809-19064-62,no-reply@apple.com,0
Thank you for your payment of $31.35 for your Microsoft 365 Subscription. Invoice #980-76107-97.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $1,983.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Hello Daniel, I need you to purchase 35 Apple Gift Cards ($1,601.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $1,899.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Your Apple Store order #552-95979-42 is ready for pickup at Apple Store St. Petersburg.,Apple Store Pickup Ready #552-95979-42,no-reply@apple.com,0
"Hi Olivia, attached is the updated project roadmap for Q4. Please review before our sync meeting tomorrow at 9 PM.",Q4 Project Roadmap Review,olivia.brown@company.com,0
Urgent invoice payment overdue! Invoice #INV-46 for $887.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.,Overdue Invoice #INV-46,billing@quickbooks-online-pay.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Security notice: Your Google Account was successfully accessed from a new device (Android Phone). If this was you, no action is needed.",Security Alert: New Sign-in,no-reply@accounts.google.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $3,221.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
Your Uber ride receipt for Tuesday evening is ready. Total: $728.79. View trip details at https://www.uber.com/trips.,Your Tuesday Evening Trip with Uber,receipts@uber.com,0
Your Uber ride receipt for Wednesday evening is ready. Total: $68.31. View trip details at https://www.uber.com/trips.,Your Wednesday Evening Trip with Uber,receipts@uber.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Your Slack verification code is 324-701. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Your Slack verification code is 873-308. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $1,459.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Shenzhen, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
Your order #363-60747-13 has shipped via FedEx. Track your package status online at https://www.fedex.com/tracking?id=363-60747-13.,Your Order Has Shipped,shipping@amazon.com,0
"Hello Alex, I need you to purchase 44 Apple Gift Cards ($1,830.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
ALERT: Unauthorized device logged into your Bank of America account. Lock your account immediately at http://bankofamer1ca-security.com,Bank of America Alert,alert@bankofamer1ca-security.com,1
IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $284.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com,IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
Your Jira ticket CYB-884 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: CYB-884,jira@company.com,0
"URGENT WIRE TRANSFER: I am in a board meeting right now and need you to process an urgent wire payment of $1,791.00 to our new supplier. Reply with confirmation once sent.",Confidential Request,ceo@company-exec-mail.com,1
ATTENTION: Your Chase Online Banking access has been locked due to suspicious activity. Verify your debit card number and PIN immediately at http://chase-bank-verify.com/auth,Important Security Notice,security@chase-bank-verify.com,1
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $3,208.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Hey team, just a reminder that our weekly Marketing standup is scheduled for today at 11 PM on Zoom: https://zoom.us/j/1334678415.",Weekly Marketing Standup,manager.marketing@company.com,0
Payroll Direct Deposit Change: Please update my bank account routing details for this week's paycheck immediately. Click here: http://payroll-portal-hr-update.com,Urgent Direct Deposit Update,employee-payroll-change@company-portal-hr.com,1
Your Slack verification code is 332-745. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
Your Uber ride receipt for Wednesday evening is ready. Total: $177.90. View trip details at https://www.uber.com/trips.,Your Wednesday Evening Trip with Uber,receipts@uber.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $4,324.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $672.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com,IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Warning: Unusual sign-in activity detected on your Google Account from Moscow, Russia. If this wasn't you, secure your account now at http://g00gle-accounts-security.com",Critical Security Alert,no-reply@g00gle-accounts-security.com,1
"Hi Sophia, your expense report for $55.65 has been approved by management and submitted to payroll.",Expense Report Approved: $55.65,finance@company.com,0
"Hi team, please remember to submit your weekly timesheets before 5 PM today.",Timesheet Reminder,payroll@company.com,0
"Hi All, the quarterly town hall meeting recording and presentation slides have been uploaded to SharePoint.",Town Hall Recording & Slides,internal-comms@company.com,0
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Thank you for your payment of $141.45 for your Microsoft 365 Subscription. Invoice #823-85231-71.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Hi Team, please welcome our new Senior Developer, David Johnson, who joins us today!",Welcome New Team Member,hr@company.com,0
URGENT: Your Microsoft 365 password expires in 20 hours. Keep your current password by verifying your credentials at http://micros0ft-office365-verify.com/login,Security Alert: Password Expiring,admin@micros0ft-office365-verify.com,1
"Urgent invoice payment overdue! Invoice #INV-22 for $3,205.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-22,billing@quickbooks-online-pay.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $3,376.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
"Dear customer, your LinkedIn account has been temporarily restricted due to unauthorized login attempts from IP 77.121.244.221. Please verify your identity immediately at http://linkd1n-security-check.com/login to prevent permanent account termination.",Action Required: Account Suspended,security@linkd1n-security-check.com,1
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
Your Slack verification code is 391-710. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $4,139.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
Your Apple Store order #262-50730-80 is ready for pickup at Apple Store Moscow.,Apple Store Pickup Ready #262-50730-80,no-reply@apple.com,0
IMPORTANT: Your Dropbox storage is full and your files will be deleted in 24 hours. Upgrade or verify your account at http://dropb0x-storage-upgrade.com,Dropbox Account Alert,support@dropb0x-storage-upgrade.com,1
Your Slack verification code is 280-851. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
"Notification of Unclaimed Inheritance: You have been listed as a beneficiary for an unclaimed estate of $4,226.00. Contact agent at http://unclaimed-estate-claim.com",Beneficiary Notification,attorney@unclaimed-estate-claim.com,1
Congratulations! Your email address was selected as the winner of the 2026 International Apple iPhone Giveaway. Claim your prize now at http://apple-winner-claim2026.com,You Won an iPhone 15 Pro!,prize@apple-winner-claim2026.com,1
Your Uber ride receipt for Tuesday evening is ready. Total: $847.44. View trip details at https://www.uber.com/trips.,Your Tuesday Evening Trip with Uber,receipts@uber.com,0
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Please join us for a lunch & learn presentation on Docker & Kubernetes this Thursday at 12 PM in Conference Room B.,Lunch & Learn: Docker & Kubernetes,events@company.com,0
Your Jira ticket MAR-870 'Update authentication flow' has been marked as Resolved by QA.,Jira Ticket Resolved: MAR-870,jira@company.com,0
"Hi Sarah, attached is the updated project roadmap for Q1. Please review before our sync meeting tomorrow at 7 PM.",Q1 Project Roadmap Review,sarah.johnson@company.com,0
Your Apple Store order #984-96413-25 is ready for pickup at Apple Store Shenzhen.,Apple Store Pickup Ready #984-96413-25,no-reply@apple.com,0
Your Slack verification code is 380-314. Enter this code on the Slack login page to sign in.,Slack Verification Code,no-reply@slack.com,0
"ACCOUNT SECURITY NOTICE: Someone tried to change your Instagram password. If this was not you, confirm your account details at http://instagram-verify-center.com",Password Reset Request,no-reply@instagram-verify-center.com,1
"IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $1,724.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com",IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
"Hey team, just a reminder that our weekly Product standup is scheduled for today at 7 PM on Zoom: https://zoom.us/j/7931571855.",Weekly Product Standup,manager.product@company.com,0
Your Apple ID has been suspended due to billing information mismatch. Click here to reactivate your account: http://appleid-apple-verify.com,Apple ID Suspended,support@appleid-apple-verify.com,1
Thank you for your payment of $576.62 for your Microsoft 365 Subscription. Invoice #437-93909-21.,Microsoft 365 Payment Confirmation,no-reply@microsoft.com,0
"Urgent invoice payment overdue! Invoice #INV-5 for $4,064.00 is overdue by 14 days. Pay online now at http://quickbooks-online-pay.com to avoid legal penalties.",Overdue Invoice #INV-5,billing@quickbooks-online-pay.com,1
"Hello James, I need you to purchase 43 Apple Gift Cards ($2,683.00 each) for our client appreciation event today. Send the claim codes directly to this email.",Urgent Task for Client Event,executive-board-office@mail-secure-corp.com,1
"Hi Daniel, your expense report for $145.34 has been approved by management and submitted to payroll.",Expense Report Approved: $145.34,finance@company.com,0
Your Uber ride receipt for Wednesday evening is ready. Total: $166.26. View trip details at https://www.uber.com/trips.,Your Wednesday Evening Trip with Uber,receipts@uber.com,0
"Hi team, the office will be closed next Monday for the public holiday. Have a great long weekend!",Office Closure Announcement,ops@company.com,0
"Hi Team, please welcome our new Senior Developer, David Johnson, who joins us today!",Welcome New Team Member,hr@company.com,0
Your DocuSign document 'Executive Signature Required - Wire Transfer Agreement' is ready for review. Click here to sign: http://docus1gn-signature-verify.com/doc,DocuSign: Please Sign Document,docusign@docus1gn-signature-verify.com,1
Your Spotify Premium receipt for this month ($529.85) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
Your Spotify Premium receipt for this month ($787.63) has been processed. Thank you for listening!,Your Spotify Receipt,no-reply@spotify.com,0
"FINAL NOTICE: Your Facebook subscription payment of $3,188.00 was declined. Update your credit card details immediately at http://faceb00k-billing-update.com to avoid service interruption.",Payment Failure - Action Required,support@faceb00k-billing-update.com,1
IRS TAX REFUND ALERT: You are eligible to receive a tax refund of $349.00. Submit your SSN and bank account details at http://irs-tax-refund-portal.com,IRS Tax Refund Notification,refund@irs-tax-refund-portal.com,1
Your Apple Store order #714-67065-21 is ready for pickup at Apple Store Bucharest.,Apple Store Pickup Ready #714-67065-21,no-reply@apple.com,0
